group,batch,item_id,char,curriculum_idx,strokes,tier,phase,attempt_no,is_retry,verdict,verdict_scheme,judged_at,first_attempt_verdict,final_verdict
G4,B2,p2_radical_106_牛,牛,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:44:40,PASS,PASS
G1,B2,p2_radical_106_牛,牛,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:44:41,PASS,PASS
G3,B2,p2_radical_106_牛,牛,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:44:42,PASS,PASS
G1,B2,p2_radical_107_爿,爿,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:43,FAIL,FAIL
G3,B2,p2_radical_107_爿,爿,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:44,FAIL,FAIL
G4,B2,p2_radical_107_爿,爿,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:45,FAIL,FAIL
G2,B2,p2_radical_107_爿,爿,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:46,FAIL,FAIL
G4,B2,p2_radical_108_片,片,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:44:47,PASS,PASS
G2,B2,p2_radical_108_片,片,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:50,FAIL,FAIL
G3,B2,p2_radical_108_片,片,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:51,FAIL,FAIL
G1,B2,p2_radical_108_片,片,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:52,FAIL,FAIL
G3,B2,p2_radical_109_攴,攴,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:53,FAIL,FAIL
G1,B2,p2_radical_109_攴,攴,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:54,FAIL,FAIL
G2,B2,p2_radical_109_攴,攴,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:44:54,FAIL,FAIL
G4,B2,p2_radical_109_攴,攴,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:03,FAIL,FAIL
G1,B2,p2_radical_110_攵,攵,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:04,FAIL,FAIL
G4,B2,p2_radical_110_攵,攵,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:11,PASS,PASS
G3,B2,p2_radical_110_攵,攵,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:12,FAIL,FAIL
G2,B2,p2_radical_110_攵,攵,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:14,FAIL,FAIL
G4,B2,p2_radical_111_气,气,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:15,FAIL,FAIL
G3,B2,p2_radical_111_气,气,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:16,FAIL,FAIL
G1,B2,p2_radical_111_气,气,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:16,FAIL,FAIL
G2,B2,p2_radical_111_气,气,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:17,PASS,PASS
G3,B2,p2_radical_112_欠,欠,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:18,FAIL,FAIL
G1,B2,p2_radical_112_欠,欠,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:19,FAIL,FAIL
G2,B2,p2_radical_112_欠,欠,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:20,PASS,PASS
G4,B2,p2_radical_112_欠,欠,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:22,FAIL,FAIL
G2,B2,p2_radical_113_犬,犬,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:23,PASS,PASS
G4,B2,p2_radical_113_犬,犬,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:24,PASS,PASS
G3,B2,p2_radical_113_犬,犬,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:29,FAIL,FAIL
G1,B2,p2_radical_113_犬,犬,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:30,PASS,PASS
G3,B2,p2_radical_114_日,日,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:32,PASS,PASS
G2,B2,p2_radical_114_日,日,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:32,PASS,PASS
G4,B2,p2_radical_114_日,日,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:34,FAIL,FAIL
G1,B2,p2_radical_114_日,日,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:34,PASS,PASS
G4,B2,p2_radical_115_氏,氏,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:36,FAIL,FAIL
G2,B2,p2_radical_115_氏,氏,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:36,FAIL,FAIL
G3,B2,p2_radical_115_氏,氏,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:37,FAIL,FAIL
G1,B2,p2_radical_115_氏,氏,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:38,FAIL,FAIL
G1,B2,p2_radical_116_礻,礻,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:38,PASS,PASS
G3,B2,p2_radical_116_礻,礻,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:39,PASS,PASS
G2,B2,p2_radical_116_礻,礻,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:40,FAIL,FAIL
G4,B2,p2_radical_116_礻,礻,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:41,FAIL,FAIL
G4,B2,p2_radical_117_手,手,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:42,FAIL,FAIL
G1,B2,p2_radical_117_手,手,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:45,FAIL,FAIL
G2,B2,p2_radical_117_手,手,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:46,PASS,PASS
G3,B2,p2_radical_117_手,手,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:48,FAIL,FAIL
G4,B2,p2_radical_118_殳,殳,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:49,FAIL,FAIL
G3,B2,p2_radical_118_殳,殳,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:50,FAIL,FAIL
G1,B2,p2_radical_118_殳,殳,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:51,FAIL,FAIL
G2,B2,p2_radical_118_殳,殳,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:52,PASS,PASS
G2,B2,p2_radical_011_匕__retry_2__G2,匕__retry_2__G2,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:56,FAIL,FAIL
G2,B2,p2_radical_015_刀__retry_2__G2,刀__retry_2__G2,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:45:56,FAIL,FAIL
G2,B2,p2_radical_025_力__retry_1__G2,力__retry_1__G2,,2,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:45:59,PASS,PASS
G2,B2,p2_radical_028_人__retry_1__G2,人__retry_1__G2,,2,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:46:06,PASS,PASS
G2,B2,p2_radical_030_入__retry_1__G2,入__retry_1__G2,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:07,FAIL,FAIL
G2,B2,p2_radical_047_飞__retry_1__G2,飞__retry_1__G2,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:08,FAIL,FAIL
G2,B2,p2_radical_048_干__retry_1__G2,干__retry_1__G2,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:10,FAIL,FAIL
G2,B2,p2_radical_053_己__retry_1__G2,己__retry_1__G2,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:15,FAIL,FAIL
G2,B2,p2_radical_058_马__retry_1__G2,马__retry_1__G2,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:16,FAIL,FAIL
G2,B2,p2_radical_067_士__retry_1__G2,士__retry_1__G2,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:17,FAIL,FAIL
G3,B2,p2_radical_053_己__retry_1__G3,己__retry_1__G3,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:19,FAIL,FAIL
G3,B2,p2_radical_038_㔾__retry_1__G3,㔾__retry_1__G3,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:20,FAIL,FAIL
G3,B2,p2_radical_061_女__retry_1__G3,女__retry_1__G3,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:21,FAIL,FAIL
G3,B2,p2_radical_021_丷__retry_1__G3,丷__retry_1__G3,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:26,FAIL,FAIL
G3,B2,p2_radical_028_人__retry_1__G3,人__retry_1__G3,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:27,FAIL,FAIL
G3,B2,p2_radical_030_入__retry_1__G3,入__retry_1__G3,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:28,FAIL,FAIL
G3,B2,p2_radical_062_犭__retry_1__G3,犭__retry_1__G3,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:29,FAIL,FAIL
G3,B2,p2_radical_046_大__retry_1__G3,大__retry_1__G3,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:36,FAIL,FAIL
G4,B2,p2_radical_024_冂__retry_1__G4,冂__retry_1__G4,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:36,FAIL,FAIL
G4,B2,p2_radical_038_㔾__retry_1__G4,㔾__retry_1__G4,,2,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:37,FAIL,FAIL
G4,B2,p2_radical_047_飞__retry_1__G4,飞__retry_1__G4,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:38,FAIL,FAIL
G4,B2,p2_radical_050_弓__retry_1__G4,弓__retry_1__G4,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:39,FAIL,FAIL
G4,B2,p2_radical_053_己__retry_1__G4,己__retry_1__G4,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:39,FAIL,FAIL
G4,B2,p2_radical_054_彐__retry_1__G4,彐__retry_1__G4,,3,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:46:43,PASS,PASS
G4,B2,p2_radical_058_马__retry_1__G4,马__retry_1__G4,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:44,FAIL,FAIL
G4,B2,p2_radical_059_门__retry_1__G4,门__retry_1__G4,,3,radical,radical,1,False,PASS,binary_or_4tier,2026-07-18T18:46:45,PASS,PASS
G4,B2,p2_radical_062_犭__retry_1__G4,犭__retry_1__G4,,3,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-18T18:46:46,FAIL,FAIL
G2,B3,p2_radical_119_水,水,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:50,FAIL,FAIL
G3,B3,p2_radical_119_水,水,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:51,FAIL,FAIL
G4,B3,p2_radical_119_水,水,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:51,FAIL,FAIL
G1,B3,p2_radical_119_水,水,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:51,FAIL,FAIL
G4,B3,p2_radical_120_瓦,瓦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:52,FAIL,FAIL
G2,B3,p2_radical_120_瓦,瓦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:53,FAIL,FAIL
G3,B3,p2_radical_120_瓦,瓦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:54,FAIL,FAIL
G1,B3,p2_radical_120_瓦,瓦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:54,FAIL,FAIL
G3,B3,p2_radical_121_尣,尣,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:56,FAIL,FAIL
G2,B3,p2_radical_121_尣,尣,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:57,FAIL,FAIL
G1,B3,p2_radical_121_尣,尣,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:01:59,FAIL,FAIL
G4,B3,p2_radical_121_尣,尣,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:00,PASS,PASS
G2,B3,p2_radical_122_王,王,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:03,PASS,PASS
G1,B3,p2_radical_122_王,王,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:03,PASS,PASS
G3,B3,p2_radical_122_王,王,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:04,FAIL,FAIL
G4,B3,p2_radical_122_王,王,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:05,PASS,PASS
G2,B3,p2_radical_123_韦,韦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:06,FAIL,FAIL
G1,B3,p2_radical_123_韦,韦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:06,FAIL,FAIL
G4,B3,p2_radical_123_韦,韦,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:08,PASS,PASS
G3,B3,p2_radical_123_韦,韦,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:12,FAIL,FAIL
G4,B3,p2_radical_124_文,文,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:14,FAIL,FAIL
G2,B3,p2_radical_124_文,文,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:14,PASS,PASS
G3,B3,p2_radical_124_文,文,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:19,PASS,PASS
G1,B3,p2_radical_124_文,文,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:19,PASS,PASS
G1,B3,p2_radical_125_毋,毋,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:21,FAIL,FAIL
G3,B3,p2_radical_125_毋,毋,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:21,FAIL,FAIL
G4,B3,p2_radical_125_毋,毋,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:22,FAIL,FAIL
G2,B3,p2_radical_125_毋,毋,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:22,FAIL,FAIL
G4,B3,p2_radical_126_心,心,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:23,PASS,PASS
G2,B3,p2_radical_126_心,心,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:24,PASS,PASS
G3,B3,p2_radical_126_心,心,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:25,PASS,PASS
G1,B3,p2_radical_126_心,心,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:26,FAIL,FAIL
G2,B3,p2_radical_127_牙,牙,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:32,FAIL,FAIL
G1,B3,p2_radical_127_牙,牙,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:33,FAIL,FAIL
G4,B3,p2_radical_127_牙,牙,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:33,FAIL,FAIL
G3,B3,p2_radical_127_牙,牙,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:34,FAIL,FAIL
G3,B3,p2_radical_128_爻,爻,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:37,PASS,PASS
G4,B3,p2_radical_128_爻,爻,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:44,PASS,PASS
G1,B3,p2_radical_128_爻,爻,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:45,PASS,PASS
G2,B3,p2_radical_128_爻,爻,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:45,PASS,PASS
G4,B3,p2_radical_129_曰,曰,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:48,PASS,PASS
G3,B3,p2_radical_129_曰,曰,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:49,PASS,PASS
G1,B3,p2_radical_129_曰,曰,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:50,FAIL,FAIL
G2,B3,p2_radical_129_曰,曰,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:51,PASS,PASS
G2,B3,p2_radical_130_月,月,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:51,PASS,PASS
G4,B3,p2_radical_130_月,月,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:53,FAIL,FAIL
G1,B3,p2_radical_130_月,月,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:54,PASS,PASS
G3,B3,p2_radical_130_月,月,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:02:54,PASS,PASS
G2,B3,p2_radical_131_爫,爫,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:57,FAIL,FAIL
G1,B3,p2_radical_131_爫,爫,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:02:59,FAIL,FAIL
G4,B3,p2_radical_131_爫,爫,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:00,FAIL,FAIL
G3,B3,p2_radical_131_爫,爫,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:03:06,PASS,PASS
G4,B3,p2_radical_132_支,支,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:07,FAIL,FAIL
G3,B3,p2_radical_132_支,支,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:08,FAIL,FAIL
G2,B3,p2_radical_132_支,支,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:09,FAIL,FAIL
G1,B3,p2_radical_132_支,支,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:11,FAIL,FAIL
G1,B3,p2_radical_133_止,止,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:12,FAIL,FAIL
G4,B3,p2_radical_133_止,止,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:03:13,PASS,PASS
G3,B3,p2_radical_133_止,止,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:13,FAIL,FAIL
G2,B3,p2_radical_133_止,止,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:14,FAIL,FAIL
G4,B3,p2_radical_134_爪,爪,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:16,FAIL,FAIL
G2,B3,p2_radical_134_爪,爪,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:16,FAIL,FAIL
G3,B3,p2_radical_134_爪,爪,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:17,FAIL,FAIL
G1,B3,p2_radical_134_爪,爪,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:17,FAIL,FAIL
G3,B3,p2_radical_135_无,无,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:18,FAIL,FAIL
G1,B3,p2_radical_135_无,无,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:23,FAIL,FAIL
G4,B3,p2_radical_135_无,无,,4,radical,radical,1,False,FAIL,binary_or_4tier,2026-07-19T11:03:24,FAIL,FAIL
G2,B3,p2_radical_135_无,无,,4,radical,radical,1,False,PASS,binary_or_4tier,2026-07-19T11:03:25,PASS,PASS
G2,B3,p3_char_0001_一,一,1,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:26,PASS,PASS
G4,B3,p3_char_0001_一,一,1,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:26,PASS,PASS
G3,B3,p3_char_0001_一,一,1,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:27,PASS,PASS
G1,B3,p3_char_0001_一,一,1,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:27,PASS,PASS
G2,B3,p3_char_0002_丨,丨,2,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:27,PASS,PASS
G3,B3,p3_char_0002_丨,丨,2,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:28,PASS,PASS
G1,B3,p3_char_0002_丨,丨,2,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:28,PASS,PASS
G4,B3,p3_char_0002_丨,丨,2,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:33,PASS,PASS
G3,B3,p3_char_0003_乙,乙,3,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:36,PASS,PASS
G2,B3,p3_char_0003_乙,乙,3,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:37,PASS,PASS
G1,B3,p3_char_0003_乙,乙,3,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:37,PASS,PASS
G4,B3,p3_char_0003_乙,乙,3,1,common,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:38,PASS,PASS
G4,B3,p3_char_0004_丶,丶,4,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:38,PASS,PASS
G3,B3,p3_char_0004_丶,丶,4,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:39,PASS,PASS
G1,B3,p3_char_0004_丶,丶,4,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:39,PASS,PASS
G2,B3,p3_char_0004_丶,丶,4,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:45,PASS,PASS
G2,B3,p3_char_0005_丿,丿,5,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:56,PASS,PASS
G3,B3,p3_char_0005_丿,丿,5,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:03:57,PASS,PASS
G1,B3,p3_char_0005_丿,丿,5,1,rare,character,1,False,FAIL,binary_or_4tier,2026-07-19T11:04:06,FAIL,FAIL
G4,B3,p3_char_0005_丿,丿,5,1,rare,character,1,False,FAIL,binary_or_4tier,2026-07-19T11:04:07,FAIL,FAIL
G2,B3,p3_char_0006_乚,乚,6,1,rare,character,1,False,FAIL,binary_or_4tier,2026-07-19T11:04:10,FAIL,FAIL
G4,B3,p3_char_0006_乚,乚,6,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:13,PASS,PASS
G1,B3,p3_char_0006_乚,乚,6,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:13,PASS,PASS
G3,B3,p3_char_0006_乚,乚,6,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:16,PASS,PASS
G2,B3,p3_char_0007_乛,乛,7,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:19,PASS,PASS
G4,B3,p3_char_0007_乛,乛,7,1,rare,character,1,False,FAIL,binary_or_4tier,2026-07-19T11:04:26,FAIL,FAIL
G1,B3,p3_char_0007_乛,乛,7,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:27,PASS,PASS
G3,B3,p3_char_0007_乛,乛,7,1,rare,character,1,False,FAIL,binary_or_4tier,2026-07-19T11:04:28,FAIL,FAIL
G3,B3,p3_char_0008_亅,亅,8,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:29,PASS,PASS
G4,B3,p3_char_0008_亅,亅,8,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:30,PASS,PASS
G2,B3,p3_char_0008_亅,亅,8,1,rare,character,1,False,PASS,binary_or_4tier,2026-07-19T11:04:30,PASS,PASS
G1,B3,p3_char_0008_亅,亅,8,1,rare,character,1,False,FAIL,binary_or_4tier,2026-07-19T11:04:32,FAIL,FAIL
G1,B3,p3_char_0010_丩,丩,10,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:35,FAIL,FAIL
G4,B3,p3_char_0010_丩,丩,10,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:36,PASS,PASS
G3,B3,p3_char_0010_丩,丩,10,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:38,PASS,PASS
G2,B3,p3_char_0010_丩,丩,10,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:40,FAIL,FAIL
G4,B3,p3_char_0012_丷,丷,12,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:47,PASS,PASS
G1,B3,p3_char_0012_丷,丷,12,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:48,FAIL,FAIL
G3,B3,p3_char_0012_丷,丷,12,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:48,FAIL,FAIL
G2,B3,p3_char_0012_丷,丷,12,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:48,PASS,PASS
G3,B3,p3_char_0014_乂,乂,14,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:51,PASS,PASS
G4,B3,p3_char_0014_乂,乂,14,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:52,PASS,PASS
G1,B3,p3_char_0014_乂,乂,14,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:52,PASS,PASS
G2,B3,p3_char_0014_乂,乂,14,2,rare,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:53,PASS,PASS
G1,B3,p3_char_0015_二,二,15,2,common,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:53,PASS,PASS
G2,B3,p3_char_0015_二,二,15,2,common,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:53,PASS,PASS
G4,B3,p3_char_0015_二,二,15,2,common,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:54,PASS,PASS
G3,B3,p3_char_0015_二,二,15,2,common,character,1,False,PASS,binary_or_4tier,2026-07-22T16:35:54,PASS,PASS
G4,B3,p3_char_0016_乃,乃,16,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:55,FAIL,FAIL
G2,B3,p3_char_0016_乃,乃,16,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:56,FAIL,FAIL
G1,B3,p3_char_0016_乃,乃,16,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:56,FAIL,FAIL
G3,B3,p3_char_0016_乃,乃,16,2,rare,character,1,False,FAIL,binary_or_4tier,2026-07-22T16:35:57,FAIL,FAIL
